OlpyplEJ_c_hFxyand_Wxw,"['Szechuan', 'Asian Fusion', 'Chinese', 'Restaurants']"
iYiikUO_4211q0ezJ7jPVw,"['Bars', 'Nightlife', 'Restaurants']"
xsafbXByIlGUhpjQtrsetA,"['Pizza', 'Restaurants']"
Yj0fJldokZ32AX4R5a_LqA,"['Indian', 'Restaurants']"
whJLVLRto7nVjmwk_XBV3g,"['Bars', 'Breakfast & Brunch', 'Wine Bars', 'Nightlife', 'Steakhouses', 'Restaurants']"
qiZSMdGKw2sIfco4kqJ6wA,"['Dim Sum', 'Chinese', 'Restaurants']"
u5TtuCL76tHkB9-gaeBnTA,"['Bars', 'Nightlife', 'British', 'Restaurants']"
k4JV4ZZpePUvyYRB56k75g,"['Karaoke', 'Mexican', 'Nightlife', 'Dance Clubs', 'Restaurants']"
gMktjGqJj2qJYWJOuDcj9Q,"['Mexican', 'Restaurants']"
IbWfpebkP64zWgc9-ZVtZA,"['Bars', 'Restaurants', 'American (Traditional)', 'Sports Bars', 'Nightlife']"
bKP_m6qr3fs2UfKX_COeeQ,"['Mexican', 'Restaurants']"
k-D2NUfaUbuQzPaMXniXcA,"['Bars', 'American (Traditional)', 'Breakfast & Brunch', 'Pubs', 'Nightlife', 'Restaurants']"
AS174oKmUGbMJLCNFQ2NEQ,"['Food', 'Coffee & Tea', 'Vegetarian', 'Vegan', 'Restaurants']"
bt8ZUJboJICIojJna2cIfw,"['Diners', 'Restaurants']"
Xro3j2fouA42Stc540ZDvw,"['Bars', 'American (Traditional)', 'Burgers', 'Nightlife', 'Sports Bars', 'Restaurants']"
4Db74Jsyp81bei99fo-3Xg,"['Buffets', 'Mongolian', 'Chinese', 'Restaurants']"
ZCzXgj8OOGb5ww_RX4G7kA,"['Chinese', 'Restaurants']"
1bJjWGYip-V2PGj4VIwbiQ,"['Restaurants', 'Italian']"
tGYGDb0JtuwMQagIw6BxsA,"['Pizza', 'Restaurants']"
MQjBx1iVmIz6uI9T0DIkKw,"['Cheesesteaks', 'Fast Food', 'Sandwiches', 'Restaurants']"
guvpuXC3EmOWyTR2reeQqw,"['Cafes', 'Diners', 'Restaurants']"
W9NvpbO97Bh0E2vyj-87fg,"['Fast Food', 'American (Traditional)', 'Restaurants']"
mTRtKgAqlbVS8QoASwgTug,"['Steakhouses', 'Sushi Bars', 'Japanese', 'Restaurants']"
U9hKUngQjWw9ZE6Znwergg,"['Breakfast & Brunch', 'Cafes', 'American (Traditional)', 'Restaurants']"
jeH6GaIq-BDr__j9oqxKtA,"['Italian', 'Pizza', 'Restaurants']"
HXQGigFyRbwbDki7jA5uFA,"['Canadian (New)', 'Restaurants']"
Qo05fV2xk3_CAd8WdGbz9Q,"['Japanese', 'Restaurants']"
c9hEAs-OUdjISt50kyc8rg,"['Pizza', 'Restaurants']"
_4-K6xAYzCEIn_r4B8FB2g,"['Burgers', 'Fast Food', 'Restaurants']"
6O9iAmAv7vUl-Eeqb9bmpw,"['Seafood', 'Mexican', 'Salad', 'Restaurants']"
yL--crgmYPuJl8PDvnG5Dw,"['Latin American', 'Restaurants']"
s5yYbHcxvHnNyHF7uVNUbg,"['Afghan', 'Restaurants']"
Lml0-yTNsMYsP9IrSMxw9A,"['Chinese', 'Restaurants']"
EXtCgZoxHNjXrqPCFOgQmQ,"['Food', 'Breakfast & Brunch', 'American (New)', 'Coffee & Tea', 'Restaurants']"
QcT3a_2l7wbK62nCdHBkZA,"['Pizza', 'Sandwiches', 'Restaurants']"
fuR3Gr6nWY2VRsb36220sA,"['Restaurants', 'Ethiopian', 'African']"
CPtwMRYSVShB_HzRXjYlAA,"['Hot Dogs', 'Restaurants']"
vYnVOXzE2rqBvK7UzsFiBg,"['Bars', 'American (Traditional)', 'Nightlife', 'Lounges', 'Steakhouses', 'Restaurants']"
TbaAnzOTX2-boTbAp3e8Qw,"['Mexican', 'Restaurants']"
XpegQQruI5HSoQk7smiugQ,"['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
8nRXiNdt_8-aePTlVxKqmA,"['Barbeque', 'Restaurants']"
jmquanz2qdn_IEgxmn0wsQ,"['Burgers', 'Restaurants']"
P2TsHg3yQU2N-fNVHv2gkg,"['Food', 'Hot Dogs', 'Food Trucks', 'Restaurants']"
iJPG0GPcIirjOMlmzZWxBQ,"['Bakeries', 'Food', 'Desserts', 'Filipino', 'Restaurants']"
CrwzX70X2XV1hlGhk30nYQ,"['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants']"
P2pcwETgQ_adKXyso-SJ5g,"['Tapas/Small Plates', 'Sushi Bars', 'Japanese', 'Restaurants']"
Nsj_sFtGulFjztuvU4I4eg,"['Tapas/Small Plates', 'Restaurants']"
k-KhKfLPjBxjSHppWoUyOA,"['Seafood', 'Restaurants', 'Italian']"
fYE54FZCIFYYdFs-AkqRuw,"['Asian Fusion', 'Vegan', 'Restaurants']"
XWVv710JXrF5Cl9lpNYshw,"['Brasseries', 'French', 'Restaurants']"
fJX4coaMuEwipbQlkhskWQ,"['Chinese', 'Restaurants']"
-cFIXmBPqcy363c-Zm0tmw,"['Pizza', 'Sandwiches', 'Salad', 'Restaurants']"
xu7PDGbHRp7f3cLYGhHrAg,"['Bars', 'Restaurants', 'American (Traditional)', 'Sports Bars', 'Nightlife']"
FnLsgWLdBQ6zhv621OGFiA,"['French', 'Restaurants']"
c0B0gkJWFXNjElVnmat8BQ,"['Breakfast & Brunch', 'American (New)', 'Restaurants']"
HPJXAmhjM4EfE5vJ_uIr6A,"['Latin American', 'Colombian', 'Restaurants']"
V3lQtk1LgwAEcF9j-BzchA,"['Italian', 'Pizza', 'Sandwiches', 'Restaurants']"
kWucMFuGXLtu-PVvWqIgCQ,"['Delis', 'Sandwiches', 'Salad', 'Restaurants']"
o2oHkZ6LM4d5CSWwf9yRng,"['Seafood', 'Fish & Chips', 'Southern', 'Restaurants']"
OsnMkHS9f5NUm6_x3pCBkQ,"['Bars', 'Salad', 'Wine Bars', 'Nightlife', 'Italian', 'Restaurants']"
1bPngA5zYQjTvt-qQ4xJqw,"['French', 'Restaurants']"
I5vURIFijxnW2sdaDl7bpw,"['Fast Food', 'Mexican', 'Restaurants']"
cbZKhRq14FAvSrS82S7sbA,"['Soul Food', 'Southern', 'Barbeque', 'Restaurants']"
8diLGO9WGVQWr05FWZ_yTw,"['Breakfast & Brunch', 'Diners', 'Restaurants']"
fr_rQz_4vXGuHXRI1IrOXQ,"['Pizza', 'Restaurants']"
P4RWtB980oCSx0rq3djnzw,"['Sushi Bars', 'Japanese', 'Salad', 'Restaurants']"
MLyUkBjol7DFXVtSCZxFvg,"['Breakfast & Brunch', 'Cafes', 'Restaurants']"
B26NWJonsZhAM4kBR9O9Yw,"['Pakistani', 'Indian', 'Restaurants']"
p9SQ16k3KSZI7KO4xGHDgQ,"['Mexican', 'Restaurants']"
qjRBMRCUlUx8Ofe9tiSlTA,"['Tapas/Small Plates', 'Bars', 'Nightlife', 'Wine Bars', 'Restaurants']"
HFCGZPpfnHpCDfLYRjjkng,"['Cafes', 'Restaurants']"
ucqMmYA5hiXZO1uV0YN8Vw,"['Burgers', 'Fast Food', 'American (Traditional)', 'Restaurants']"
TerqRmnDLmqwNFyHVLbmkg,"['Pizza', 'Restaurants']"
2yjduT-Bt3-Kn9G75RWu8w,"['French', 'Restaurants']"
HfFOfskD6KmCwwZTapAwGA,"['Fast Food', 'Sandwiches', 'Restaurants']"
lgWe8lSmcBk4Pq0kVI9-0A,"['Fast Food', 'Chicken Wings', 'Restaurants']"
vvMR0jgDoBA-g1XgZy8sEg,"['Food', 'Coffee & Tea', 'Breakfast & Brunch', 'Diners', 'Restaurants']"
lB-lsDXxmOy0iCZYXnEBkA,"['Modern European', 'Breakfast & Brunch', 'Cafes', 'Restaurants']"
UBvTnbaRD3h_dD6oXWLCBA,"['Mexican', 'Restaurants']"
dowimfl0v9PQlL6jey5WGA,"['Italian', 'Pizza', 'Restaurants']"
4IVGbW1Lb4Fj9txC_5xK9w,"['Mexican', 'Restaurants']"
jgdpC3omoMamyhyJ_97__g,"['Italian', 'Pizza', 'Restaurants']"
15srJBiBZBt0iKsWSABwRg,"['Sushi Bars', 'Japanese', 'Restaurants']"
_qNtxbOB6ST8Z8OiO6o61w,"['Pizza', 'Restaurants']"
sB-Mo3bBzqUEfm7O1xV_KA,"['Asian Fusion', 'Restaurants']"
dzncF6n6MHJLXUo4_J6eig,"['Barbeque', 'Restaurants']"
S3EALtejgXNU4rfui6IriQ,"['Fast Food', 'Sandwiches', 'Restaurants']"
kiB6ByG9PYQLHmGpg5SGZw,"['Breakfast & Brunch', 'Restaurants']"
dV58f8odk0aviW7dcxEmdw,"['Fast Food', 'Restaurants']"
2Xi8UaYi01C7oNtLtgI-ug,"['Thai', 'Asian Fusion', 'Restaurants']"
3O9skqwcT-oqCET56gGChQ,"['American (New)', 'Restaurants']"
vlxMPuG6LYJ-c0yjd6AW3A,"['Bars', 'American (New)', 'Nightlife', 'Lounges', 'Restaurants']"
Ad7IM4MCYDZiF3nCm_GxQw,"['Restaurants', 'African']"
0JhjsUzRz98dhAUr5o2DCw,"['Bars', 'American (Traditional)', 'Burgers', 'Nightlife', 'Sports Bars', 'Restaurants']"
P4r-LsB1ldgvlgli40Yu-Q,"['Burgers', 'Fast Food', 'Restaurants']"
YLt5qBN0ORqGtrNQUuA4XQ,"['Diners', 'Restaurants']"
DvFOetqoZonh-7G6spAugw,"['Gluten-Free', 'Asian Fusion', 'Chinese', 'Restaurants']"
KBtsJNRS7WpuTlS8JTUncw,"['Buffets', 'Restaurants']"
Cix9as8NXr9Ul0boTJ8k1A,"['Mexican', 'Restaurants']"
u8roVM7HO9Oiah2dNBHXrA,"['Wine Bars', 'Bars', 'Restaurants', 'Nightlife', 'Italian']"
SV4c043_aTMxE29XjMoiqw,"['Pizza', 'Restaurants']"
2f7TvlG5zcuMCHcQjxqS6A,"['Bars', 'Restaurants', 'Wine Bars', 'Nightlife', 'Italian', 'Pizza']"
eUjHlutl8ti5phHfTQZhvg,"['Barbeque', 'Restaurants']"
1So07v8FGcIiUI55HAa_kQ,"['Hot Dogs', 'Restaurants']"
2LYLnSVja3u921WP_2Jo6w,"['Indian', 'Restaurants']"
1P3EU4xdvG5fJgqlp9KFrw,"['French', 'Restaurants']"
kyWbn54rsIlS3vbpDo0qPQ,"['Mexican', 'Restaurants']"
pDmJxkVte-bOy7Lh_Ka72g,"['Breakfast & Brunch', 'Gluten-Free', 'Vegan', 'Restaurants']"
u4uJjR7DM4pd7Zp5gLXlMQ,"['Sandwiches', 'Restaurants']"
ybkWtM1ZnT2ewuquj3A9KQ,"['Restaurants', 'Italian']"
jS1niU6w9hSWxdH7wg1iTg,"['Russian', 'Restaurants']"
v4YwDh8y5o11Dx-FyzD_vA,"['Restaurants', 'Italian']"
ksEltdmLuHFAtmNtxBVCDA,"['Restaurants', 'Gluten-Free', 'Event Planning & Services', 'Vegan', 'Caterers']"
RNyrsbHo5EORtMqy67xE0w,"['Breakfast & Brunch', 'Canadian (New)', 'Restaurants']"
3safQgB8DKQfuVw1OKsFtA,"['Hot Dogs', 'Restaurants']"
6YH9ezAC31gbpnT3bnZAsQ,"['Food', 'Ethnic Food', 'Specialty Food', 'Mexican', 'Restaurants']"
DizxFKuAw6Bhg7llz3cXeg,"['Food', 'Specialty Food', 'Southern', 'Restaurants']"
koCfyexzjjF3pZrzijlL3g,"['Breakfast & Brunch', 'American (Traditional)', 'Diners', 'Restaurants']"
C_7XW_kw9JtFkE8dzI7BiQ,"['Pizza', 'Restaurants']"
WDes-WBEz0xa9ar8nMTvuw,"['Restaurants', 'Italian']"
RfR5yc4j9coIPBuxRsOW8Q,"['Nightlife', 'Bars', 'Karaoke', 'Hawaiian', 'Restaurants']"
h5RdnJkt44T4M6FsPS30Bw,"['Fast Food', 'Restaurants']"
pLkCwBknZUkJqIdlPswyuQ,"['Burgers', 'Fast Food', 'Restaurants']"
fRl-H6gsDIpJiZrw1tz4Nw,"['Food', 'Juice Bars & Smoothies', 'Gluten-Free', 'Restaurants']"
JV-B-ZDwgA54utmkeG9Aug,"['Breakfast & Brunch', 'Restaurants']"
fgDJP-wW_Fr_tD2ywkHEJA,"['Burgers', 'Fast Food', 'Restaurants']"
H75yc2Vp7d8wuAe339DpOA,"['Tapas Bars', 'Sushi Bars', 'Latin American', 'Restaurants']"
0wP1vwgpnRo45coN4G7XZA,"['Fast Food', 'Restaurants']"
mDaQaDpZStofYeoXHrR74g,"['Pizza', 'Restaurants']"
GzxTmQiiTRpdyPxqDOG_wg,"['American (Traditional)', 'Restaurants']"
CgZG8x59kWo4-wVt5vHT4w,"['Peruvian', 'Seafood', 'Latin American', 'Restaurants']"
GPAg6fpHEiYNDbd_QWTc8g,"['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
Pnqvsexr5VGfVH4sh7r1Cg,"['Food', 'Ice Cream & Frozen Yogurt', 'Fast Food', 'Restaurants']"
Fx_hMLqU2SIHfZwWUtIR6w,"['Fondue', 'Restaurants']"
JQNOv7QlaF0giKAKCn61yw,"['Barbeque', 'Hawaiian', 'Restaurants']"
OKxLFzP5SCbUEEuU09ZD5w,"['Pizza', 'Restaurants']"
mMm3Sf4MIabOIRkwtxCSkg,"['Food', 'Beer, Wine & Spirits', 'Delis', 'Specialty Food', 'Restaurants']"
nzyBqlbKBycOhTTZ9MVuhg,"['Burgers', 'Fast Food', 'Restaurants']"
PhHstMh3akn1hdPmdU2bCA,"['Korean', 'Asian Fusion', 'Mexican', 'Restaurants']"
SmY_Xw31b2xyzsKbimQiHQ,"['Food', 'Convenience Stores', 'Hot Dogs', 'Restaurants']"
PWG28q4JFOc8FiRBjnfCkA,"['German', 'Pubs', 'Bars', 'Nightlife', 'Restaurants']"
-GYx5GAx_-4XEsn7mFwdkA,"['Burgers', 'American (Traditional)', 'Restaurants']"
wngi59KtCh8cy7o4crWj0A,"['Barbeque', 'Restaurants']"
QAFFqQCht7Z3ZmYdNY18og,"['Pakistani', 'Indian', 'Restaurants']"
xcKKT3Ozf3jvFNRfMH3gHw,"['Pizza', 'Restaurants']"
Cqg3rr-JyP9CGxvMLRGmJw,"['Food', 'Kosher', 'Grocery', 'Restaurants']"
1JHDCJpVrFLMcyxze3vNFg,"['Gastropubs', 'Bars', 'Nightlife', 'Restaurants']"
api8Es2njyh_KprIIY3X1Q,"['Pizza', 'Restaurants']"
aC9NkbGoMOHiN4ABxEhPBg,"['Burgers', 'American (Traditional)', 'Restaurants']"
3AMFoTdFm7j2bocSpm7Xxw,"['Tapas Bars', 'Spanish', 'Restaurants']"
UIjO8lq1Lh0H2l9VfIfifQ,"['American (New)', 'Restaurants']"
AjO3sJJ_VEsN_RZZT7gUBw,"['Chinese', 'Restaurants']"
zRDru1Ew3aSZHMB99iv-bw,"['Delis', 'Cafes', 'Breakfast & Brunch', 'Restaurants']"
6V-ZiOReYt2cFQ7kcqr2wA,"['Burgers', 'Diners', 'Restaurants']"
-b_VjHZmA7-8LVWp6z36VA,"['Burgers', 'Mexican', 'Restaurants']"
3VHf0-N0er4fDZIMLt06gQ,"['Bars', 'Food', 'Beer, Wine & Spirits', 'Burgers', 'Nightlife', 'Pizza', 'Sports Bars', 'Restaurants']"
dREfKdUDLsSd1LL7-_6rLw,"['Korean', 'Restaurants']"
bOjDdn4IFXRDGuSLW-nCwg,"['Poutineries', 'Hot Dogs', 'Restaurants']"
VabAY3GK8-QO2OhD0E5F3A,"['Chicken Wings', 'Restaurants']"
TjMAUC5v2sxlEakSIPhfSA,"['Portuguese', 'Restaurants']"
Qdy13PYOjO6od5-aNS7Rfg,"['Thai', 'Restaurants']"
bfrjf244fMcEA-duT2aZuQ,"['Buffets', 'Chinese', 'Restaurants']"
-zzS9n4EaKMBlHUG6784qw,"['Pizza', 'Restaurants']"
88CNSyeoKhGn1x0SHvz8Ig,"['American (New)', 'Restaurants']"
QFZr_huhsKljp_dWUAfVGg,"['Mexican', 'Restaurants']"
b7XXKWkkNd7iaW8eBUAKYQ,"['Food', 'Delis', 'Restaurants']"
nXOPTOqe8UN5UQPeaFVY4Q,"['American (New)', 'Restaurants']"
HBj1GecZA4p1IHJukw3rng,"['Pizza', 'Restaurants']"
-bY4XJM1HrDpsyF1yhabqw,"['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
F3tqTcfKnljJcSyyqN0bbw,"['Mexican', 'Restaurants']"
v_6CD6s41aBPvygTJRK5ew,"['Restaurants', 'Italian']"
1s5nBRc-6BqFT_1-ZaVVug,"['Cajun/Creole', 'Restaurants']"
bXsk6XNlq1bjcGc-avDc2w,"['Barbeque', 'Restaurants']"
JcCSbegCqXmwcV2ERv5TVw,"['Fast Food', 'Sandwiches', 'Restaurants']"
Kb_IKB2BclV0EHkeKMvyLQ,"['Seafood', 'Bars', 'Nightlife', 'Sandwiches', 'Restaurants']"
h-L8_QFAaGaXRxY1HsuRGA,"['Restaurants', 'Italian']"
vT0hDJ9AL495p2tRYd922Q,"['Bars', 'American (Traditional)', 'Sports Bars', 'Nightlife', 'Chicken Wings', 'Restaurants']"
mu4ic-p0iXBT5Gf2RnuLXg,"['Soul Food', 'Comfort Food', 'Barbeque', 'Restaurants']"
NDKWwyqwznAuAQjkpb8ehw,"['Mexican', 'Restaurants']"
hLNKayXNRjsrJrsiA1sqGw,"['Fast Food', 'Asian Fusion', 'Chinese', 'Restaurants']"
jpD9ONjJfx5ishYOx9vU0Q,"['Breakfast & Brunch', 'Restaurants']"
Ia_yw3pa-qjJ6in5dVYHGw,"['Italian', 'Pizza', 'Sandwiches', 'Restaurants']"
kZZVvob6GNtz-J5yVe10iA,"['German', 'International', 'Restaurants']"
0D5T1XBQBlWnsr57GBTU7A,"['Food', 'Ice Cream & Frozen Yogurt', 'Coffee & Tea', 'Creperies', 'Restaurants']"
P84wrvTCDwbYb5RDDZrN0w,"['Seafood', 'Mexican', 'Restaurants']"
fk4VmHeqFOghZOKZo7UVCg,"['Chinese', 'Restaurants']"
Hd6Kh_BcorPhCWVn6pMu4Q,"['Bars', 'Restaurants', 'American (Traditional)', 'Sports Bars', 'Nightlife']"
dojsd6ReoLkA9pXxlNTDUw,"['Asian Fusion', 'Buffets', 'Chinese', 'Restaurants']"
3uNDF5JOSAzBAOStQd1pIw,"['Breakfast & Brunch', 'Bars', 'Nightlife', 'Restaurants']"
lSE-FeJ73HtWRGteEzJaxQ,"['Sushi Bars', 'Restaurants']"
rWmYk-i8EF-g07KnVkdlqQ,"['Adult Entertainment', 'Breakfast & Brunch', 'Nightlife', 'Restaurants']"
She6nAFoCwhUcfdeYWIgzA,"['Mexican', 'Restaurants']"
zB6fLvUp03tdlLNPppvqXg,"['Gluten-Free', 'Barbeque', 'Restaurants']"
T4xDWJmncwuJ3P2RPczAfQ,"['Bars', 'Salad', 'Wine Bars', 'Nightlife', 'Italian', 'Restaurants']"
WrP8KeKTlWcjqQPj2DJKGQ,"['American (New)', 'Diners', 'Restaurants']"
9Cy0YuXSidHGZVsKHf_z8g,"['Pizza', 'Restaurants']"
N0euXkkYkOSrrckohlQkUQ,"['Wine Bars', 'Bars', 'Nightlife', 'French', 'Restaurants']"
NwGV1bsXdoAFEOUsB1HAWg,"['Delis', 'Restaurants']"
rVew_-TMhF5epIvpVDYMMA,"['Food', 'Ethnic Food', 'Specialty Food', 'Caribbean', 'Restaurants']"
s413DgLtzhUSfs0t5USPFg,"['Bars', 'Restaurants', 'American (Traditional)', 'Sports Bars', 'Nightlife']"
Snz1ZQrlcxrYCWe9kD6oEw,"['Food', 'Coffee & Tea', 'Juice Bars & Smoothies', 'Hawaiian', 'Restaurants']"
DJIFdD76VW68mpyjRAZQFA,"['Sandwiches', 'Restaurants']"
Wp1sGO8NjnLAAa4NRZYGEg,"['French', 'Restaurants']"
KaQNowYlRCvBJhSlskiugQ,"['Fast Food', 'Sandwiches', 'Restaurants']"
CDFf-LBMKptsgEG7fdB5Pg,"['Chinese', 'Restaurants']"
oRqBAYtcBYZHXA7G8FlPaA,"['American (Traditional)', 'Restaurants']"
Ggqoqg6AUdgCADUk4eDsDg,"['Vietnamese', 'Restaurants']"
QFMHjSUt08y0c98SA3aBrA,"['Seafood', 'Sushi Bars', 'Japanese', 'Restaurants']"
gDPtptHj8PlVEhiL9aHjdQ,"['Mexican', 'Restaurants']"
lsf_O71CHuB1NDvZsU-jdA,"['Canadian (New)', 'Bars', 'Nightlife', 'Lounges', 'Restaurants']"
4mPaDuo9urNu43xJ3KefMg,"['Delis', 'Sandwiches', 'Restaurants']"
nzJxNn-tKG7kw_zf7xaYbg,"['American (New)', 'Restaurants']"
aBjWR-Mol58GMsRAdz2Tjw,"['Bakeries', 'Food', 'Breakfast & Brunch', 'Cafes', 'Restaurants']"
OFa6OjI48fcQe8rHIGYdPA,"['Indian', 'Restaurants']"
PANNXMHciLVmC1949NjObw,"['Mexican', 'Restaurants']"
gY7617TMFGmPQR2A70L2vA,"['Fast Food', 'Pizza', 'Restaurants']"
r0youJDgoclU3JUrZeGpCA,"['Pizza', 'Restaurants']"
MKBXPWocpfd196680kx4Ig,"['International', 'Mediterranean', 'Restaurants']"
Dp2d1KeZmTF9W6OAKQUfoA,"['French', 'Restaurants']"
nOb5CUmPsVFV9PCKOpgcFw,"['Chinese', 'Restaurants']"
-ERMB7X_XZvr-XPK32ii4g,"['Cajun/Creole', 'Restaurants']"
3UdZcZn_DGPtjk5GSZtLNg,"['Restaurants', 'Italian']"
GyeiwqZ4kTebKywKyt7YhQ,"['Mexican', 'Restaurants']"
k_Sf-m9AgR2xFWiFYJdciw,"['Pubs', 'Gastropubs', 'Nightlife', 'Bars', 'Restaurants']"
qZPe4sIIskdoYAt5WZt2jQ,"['Restaurants', 'Italian']"
iH_M6BQkAPM7kz3_vJ79RQ,"['Breakfast & Brunch', 'Restaurants']"
DPrZJeLvFHECDFonEb3x1A,"['Fast Food', 'Restaurants']"
pwV7OoVlCsQICqFsmRa-zQ,['Restaurants']
74dalJbXUV6E1riFGD-AVg,"['Burgers', 'Fast Food', 'Restaurants']"
KkdkWeTMN8q-xpWD0ckx1Q,"['Buffets', 'Chinese', 'Restaurants']"
7ijbLiiirSkA-TNHCZTe3g,"['Chinese', 'Restaurants']"
ShEYKerTwb2LSORE5o_s7A,"['Bakeries', 'Food', 'Breakfast & Brunch', 'Coffee & Tea', 'Restaurants']"
6-1pqG02TQf-L-oUW3zj3A,"['Creperies', 'Restaurants']"
3EEVGDngt4DEhoOQZIUNUw,"['American (New)', 'Restaurants']"
vqwvB3D3PcYWTlZDbbFT6Q,"['Mexican', 'Restaurants']"
9CpMvT22YbeMatwPAL6gRA,"['Mexican', 'Restaurants']"
sseF4cNYvdAF1Zb4UVyjRA,"['Mexican', 'Restaurants']"
0-A_cxbEmlkkq0362cvi3A,"['Hot Dogs', 'Restaurants']"
b6N1f3rTZUbUom70SO55JQ,"['Restaurants', 'African']"
uipUN3oBtOVnA4lSFaW-nA,"['Pizza', 'Salad', 'Restaurants']"
iT0y4F2jGFx4sNxWlhDJhw,"['Canadian (New)', 'Restaurants']"
TiLhjAjewNFd4j8DtcV5bQ,"['Indian', 'Buffets', 'Restaurants']"
-TNwWa_OGPmZoBFl25zdYA,"['Food', 'Breakfast & Brunch', 'Bagels', 'Coffee & Tea', 'Restaurants']"
Y-pihdjUgiOrwYHgWd29tg,"['Fast Food', 'Chinese', 'Restaurants']"
e15ZAv4Tcgkae-ZfCf3SXw,"['Korean', 'Barbeque', 'Restaurants']"
g4tY0hSv_dzJQPUbdLOyPg,"['Burgers', 'Restaurants']"
ptqJJKXLH_1RD9HwS8fxWg,"['Food', 'Bakeries', 'Coffee & Tea', 'Sandwiches', 'Restaurants']"
Gk9UZJg3ELxnvn9EPRnDFg,"['Seafood', 'Caribbean', 'Restaurants']"
9mLTQ3K7FreunEE_QcqDJA,"['Thai', 'Restaurants']"
0f4IQo7Odn7nvvO4TCAGAw,"['Fast Food', 'Restaurants']"
sMqHQEFxgJiAixHdTiEqTA,"['Pizza', 'Restaurants']"
O-zVPSXT7EiOeS5AbsN0Cw,"['American (Traditional)', 'Restaurants']"
XqpUYK7tjHe_gi0BrNf1sw,"['Middle Eastern', 'Tapas/Small Plates', 'Mediterranean', 'Restaurants']"
Aay-Iw_NcbWnzlUs6txgLw,"['Mexican', 'Restaurants']"
KJiHm635Ayqa3flV7Wy9Hw,"['Barbeque', 'Restaurants']"
uYHtexRRnIWpxXkfnYIvcQ,['Restaurants']
EysktQ4NT0hhsvRJC7DhKQ,"['Latin American', 'Restaurants']"
FXvQ9BbKqvgY05u1UtRnQQ,"['Pakistani', 'Indian', 'Mediterranean', 'Restaurants']"
crizYT9R8Rt69NMtHUUWGA,"['Burgers', 'Fast Food', 'Restaurants']"
o2vKya6WSNcMNTxAcJsF1g,"['Seafood', 'Mexican', 'Restaurants']"
AtcthKiiImxkZAm3w8ACzA,"['Burgers', 'Restaurants']"
MdFWiuxK-BEdZWI1UYtzPA,"['Peruvian', 'Food', 'Latin American', 'Empanadas', 'Restaurants']"
yzZxyhouOdM4NwYLEMgaWw,"['Mexican', 'Restaurants']"
hNX62vEzvdVsMUMmYYHoPQ,"['Bars', 'American (Traditional)', 'Breakfast & Brunch', 'Nightlife', 'Sports Bars', 'Restaurants']"
YBVQik4ySvAlvxobuFcXDA,"['Italian', 'Pizza', 'Sandwiches', 'Restaurants']"
lem7XGgKM5a4pAgop2mQqw,"['Mexican', 'Restaurants']"
liwQG_CEhSOIrpf--SvKdw,"['Burgers', 'Fast Food', 'Restaurants']"
I7uXE-VzXK3Cp4mvVp7osw,"['Food', 'Mexican', 'Food Trucks', 'Restaurants']"
HOMBFwgPLC_Wc9k7Obo7OQ,"['Breakfast & Brunch', 'Restaurants']"
DKY2be7dDX2CT_WB_Dk4pQ,"['Buffets', 'Japanese', 'Restaurants']"
wyxsEFTGC1MuadT2SpTE3g,"['Thai', 'Restaurants']"
Cr7RAu2aS3yyioaAYaJ8Dw,"['Breakfast & Brunch', 'American (Traditional)', 'Mexican', 'Restaurants']"
4s1g0_00RYhhC1BuOlGdzQ,"['Fast Food', 'Restaurants']"
swVh8vZEplsQnGoGOt_ABg,"['Bakeries', 'Food', 'Restaurants']"
yqxFksypQXQWEy2CLcmRzQ,"['Barbeque', 'Restaurants']"
lFkqARv9JATryYhjPZnkfw,"['Sandwiches', 'Restaurants']"
vFrtRRPFZs8qmJcMqbc81g,"['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
sG-fXLyIrR2fBIObuBrkrg,"['Russian', 'Restaurants']"
OCmUiw241pE_nqFmjDiicw,"['Pubs', 'Bars', 'Restaurants', 'Nightlife', 'Gastropubs']"
6SWPWj74qF_pEVgDM3-IpA,"['Fast Food', 'Restaurants']"
VnTREYYq-cquQ3f2re8iBg,"['Chinese', 'Restaurants']"
yZBXGumdNh3N-gzaaU_HrQ,"['Sandwiches', 'Restaurants']"
9ofDKryDCTnkAZXKzLcQ8w,"['Bars', 'American (Traditional)', 'Cocktail Bars', 'Nightlife', 'Restaurants']"
iQINCjBo7FtsLSHiZw2nQg,"['Bakeries', 'Food', 'Sandwiches', 'Restaurants']"
Vkm6ZWlPhIioFk6xiypSjg,"['Chinese', 'Restaurants']"
6F_3fSUPUtw_9b93g9GEmw,"['Indian', 'Restaurants']"
K5kU2IN6mXvMo-Cx0oQFZg,"['Mexican', 'Restaurants']"
6MiHb8z9MilnCafsyxuZAg,"['Burgers', 'Restaurants']"
Mx_IcFzTaPiPMm5SQY743w,"['Breakfast & Brunch', 'American (Traditional)', 'Diners', 'Restaurants']"
sh1-BzB29lIOA2qQ_PxN-A,"['Breakfast & Brunch', 'Sandwiches', 'Salad', 'Restaurants']"
