OlpyplEJ_c_hFxyand_Wxw,"['Szechuan', 'Asian Fusion', 'Chinese', 'Restaurants']"
XHApEDYZZphUL5cw4_Tt6Q,"['Fast Food', 'Chinese', 'Restaurants']"
6zsAZmh1B85TSVVRPRThSw,"['Chinese', 'Barbeque', 'Restaurants']"
oOehX_l0odQc-tu81VUkIg,"['Soup', 'Vegetarian', 'Chinese', 'Restaurants']"
V8id7mkt3nJYOD_HthEn1w,"['Chinese', 'Restaurants']"
zzUUj9BUNn0_0F5hwy7RRw,"['Chinese', 'Restaurants']"
6eF3g32tGeeq5dfGqtcnuQ,"['Chinese', 'Restaurants']"
vrf1r48AlfLdgm-x7C1aMw,"['Chinese', 'Restaurants']"
B5hhRbxDIADG-bFaQIEWag,"['Chinese', 'Restaurants']"
QXk50LCKBJJwnQJ1Sw2cNg,"['Chinese', 'Restaurants']"
5lQatU1Kf-W-rUavMjJhfQ,"['Chinese', 'Restaurants']"
3WNqOZqrTfsECp_A-cuTlw,"['Asian Fusion', 'Chicken Wings', 'Chinese', 'Restaurants']"
jM-vUiQqkHDanbUezYAgSg,"['Chinese', 'Restaurants']"
IOzYHqgSj7MOBTjmGQX3tA,"['Fast Food', 'Chinese', 'Barbeque', 'Restaurants']"
8rFN-fn4RPr3kDo3kTxr0A,"['Chinese', 'Restaurants']"
phHXdTh5L2w8vQ9Gsmq27A,"['Chinese', 'Restaurants']"
LZhSXYnTkl19ADNbuhflPg,"['Chinese', 'Restaurants']"
-HYqXOC9BYXHrFW5PPefJQ,"['Chinese', 'Restaurants']"
JSUxzmvpzDiyRGjTB8LNGQ,"['Chinese', 'Restaurants']"
2sn5BECdlYxqQlw1VODDoA,"['Noodles', 'Chinese', 'Restaurants']"
PdW9m3apsOUc1p0ZlK3YSg,"['Soup', 'Seafood', 'Chinese', 'Restaurants']"
23SJEjfyU5gxY2chAKhgcw,"['Dim Sum', 'Chinese', 'Restaurants']"
n1osXUfz_Fv1N03xX96LPw,"['Chinese', 'Restaurants']"
pQPIaCWok_yVzY-0JvfURQ,"['Asian Fusion', 'Dim Sum', 'Chinese', 'Restaurants']"
SKw1Ipv4301UYOSnzx_vGg,"['Chinese', 'Restaurants']"
Kll5XRBLjvQzPbhQ0IuxTA,"['Chinese', 'Restaurants']"
SwpO_7R_U4nIIIycmnRmow,"['Chinese', 'Restaurants']"
mV7VG6DwK2S57KJDlM29uQ,"['Chinese', 'Restaurants']"
-Ug9VCpE6m6Nxb8WJLr38Q,"['Chinese', 'Restaurants']"
796voR3LRoQ_4EPgSg8Yww,"['Chinese', 'Restaurants']"
SjAnB4unBymlvlXe8ltMOw,"['Chinese', 'Restaurants']"
Gly54cM3avJg9n2F0l8V-g,"['Fast Food', 'Chinese', 'Restaurants']"
QIllqQtmYu_PEmKcVTuoMQ,"['Chinese', 'Restaurants']"
vh9CQdZj-1N21kW0qgKmnQ,"['Chinese', 'Restaurants']"
pj8ZxvLq448FAW3mQ9Bmxw,"['Chinese', 'Restaurants']"
WqSQaa_sQW6Q5YjB6edMQA,"['Fast Food', 'Chinese', 'Restaurants']"
aI_RzGMU35cFL1St2HgPkw,"['Chinese', 'Restaurants']"
kEICEqqG_01RgaNgvXc6Fw,"['Chinese', 'Restaurants']"
w9KBaltlg7B_tca-nNfj_A,"['Soup', 'Salad', 'Chinese', 'Restaurants']"
lRpke2ux5ywaiQ8phFA4Lg,"['Szechuan', 'Chinese', 'Restaurants']"
4Z29_LE_UMOZVIArjlTrBg,"['Buffets', 'Chinese', 'Restaurants']"
us7zoME3iW84mo_Ykt2ZLQ,"['Mongolian', 'Chinese', 'Restaurants']"
BPRMEhCf8ugvQrNnRM1xUw,"['Chinese', 'Restaurants']"
OWQJrnXbWkLTI1-qRkkUpQ,"['Chinese', 'Restaurants']"
NQepW13jaKEaADHUDOtkMg,"['Szechuan', 'Chinese', 'Restaurants']"
k83LpHfy9j05POm4rxBVSA,"['Chinese', 'Restaurants']"
O_l_UGwA7-M9OSR2hMsViA,"['Chinese', 'Restaurants']"
dFXkyOXaS1WXjBDiCcpwkw,"['Chinese', 'Restaurants']"
Wv8s8IufkD13kUQ6uPx7RQ,"['Asian Fusion', 'Japanese', 'Chinese', 'Restaurants']"
oxMOHPMVMZ5lMPT022MZ-A,"['Buffets', 'Chinese', 'Restaurants']"
jQFGe3V9Nhs2CCEDkkNSDw,"['Buffets', 'Chinese', 'Restaurants']"
beC_obUS3ffKL8f2VOvQog,"['Gluten-Free', 'Asian Fusion', 'Chinese', 'Restaurants']"
orSTWbtbOqL1xsFIHclpcw,"['Chinese', 'Restaurants']"
bAQGmZxPLmlc4sRgzx-Haw,"['Chinese', 'Restaurants']"
FuxTgSAYe3PB-Gkl22nuVA,"['Chinese', 'Restaurants']"
28ycqW56i70yM_C0ejNv9w,"['Soup', 'Taiwanese', 'Chinese', 'Restaurants']"
VDUwU8bHmeGgtJpe-rz3bQ,"['Chinese', 'Restaurants']"
affjTj3KukF943igpTWIng,"['Chinese', 'Restaurants']"
51iJ7zyvay9N_COWV0is_g,"['Chinese', 'Restaurants']"
WcTu6LJsXa-tfRxAWzbopw,"['Chinese', 'Restaurants']"
G3EsKzy3i-CvrEDjZzTV0g,"['Chinese', 'Restaurants']"
HlvPa_iypwt5RwUHl-Dz3g,"['Chinese', 'Restaurants']"
ykfTh6HI219NoMsWBxulxw,"['Chinese', 'Restaurants']"
JPRyCrWPIo_ujOszH1NRzg,"['Thai', 'Noodles', 'Chinese', 'Restaurants']"
aHjGwIGS2bJGwUS3sCFTug,"['Asian Fusion', 'Chinese', 'Restaurants']"
QarmS4FAf3tlWMbHaCksvw,"['Thai', 'Chinese', 'Restaurants']"
rT-iPtIXMKj3dTcl87lbOw,"['Chinese', 'Restaurants']"
bGF2RANM6J8SGjIFAhZwXw,"['Chinese', 'Restaurants']"
pVJhMUBjCMJk88T8ynpxGA,"['Chinese', 'Restaurants']"
4ZuYJjjFrqgyDEeYoizyIw,"['Chinese', 'Restaurants']"
uzJ2Vefb951El2oneQI8NQ,"['Chinese', 'Restaurants']"
3tk6Syyz5i967Ifuz_4o3w,"['Sushi Bars', 'Chinese', 'Restaurants']"
ZN7PGgTTJGppVjI26H5_rA,"['Chinese', 'Restaurants']"
IVKfggCQxQacIow9xP0fjA,"['Chinese', 'Restaurants']"
0-407ZN5bpARlNh9FOHh6Q,"['Shanghainese', 'Chinese', 'Restaurants']"
HlHlAOXNItLYlx3DTnYS4g,"['Chinese', 'Restaurants']"
V4XYRuhq_614tFFvWK5q6g,"['Asian Fusion', 'Chinese', 'Restaurants']"
bit6UAEAAyVxC2CyDHUO4g,"['Thai', 'Asian Fusion', 'Chinese', 'Restaurants']"
7OmQ1cWleFTKqXfGJYyTrQ,"['Chinese', 'Filipino', 'Restaurants']"
eP_enpBqAvE5coRwl6Ib9w,"['Chinese', 'Restaurants']"
HWbMWSe_ZTE_tzP9ocim4Q,"['Asian Fusion', 'Chinese', 'Restaurants']"
O49wgZil7BBGpEarvPg23w,"['Chinese', 'Restaurants']"
HNmyXUXKSr3JI2yXuU7EMQ,"['Chinese', 'Restaurants']"
aPX8nQb_Y8L34yKrbfUJ4g,"['Chinese', 'Restaurants']"
wtsZRbvnrDwQK2w_HAP0rQ,"['Chinese', 'Restaurants']"
NRdF06RW3QNTUBWdJT936w,"['Chinese', 'Restaurants']"
KJzbxY4NJir2JTyf2ZpyuA,"['Chinese', 'Restaurants']"
0g_KFvnPIkA8ywTXPPeRCg,"['Asian Fusion', 'Buffets', 'Cantonese', 'Chinese', 'Restaurants']"
L_heFKzzPLdDTS8JhPckSQ,"['Fast Food', 'Chinese', 'Restaurants']"
Q_Bn6erwzVHsIOJ6JM5E7g,"['Fast Food', 'Chinese', 'Restaurants']"
NTggKFixR3SKESskkw3Rvw,"['Chinese', 'Restaurants']"
er1Ng8wxlwaWnzFAKttukQ,"['Fast Food', 'Chinese', 'Restaurants']"
0iEG_7VJVb_c-ecQlbuNKw,"['Chinese', 'Restaurants']"
ARtxGEA68ZJAqqXpl4yH5Q,"['Fast Food', 'Chinese', 'Restaurants']"
BUEeOKuTJc4uZAp1A2dEhA,"['Chinese', 'Restaurants']"
dsWCKpbIN7W30pqfRJU0dg,"['Chinese', 'Restaurants']"
S2M710DcCQLCs1QXmsQbTw,"['Cafes', 'Taiwanese', 'Chinese', 'Restaurants']"
9vUZ2CPTDG7Ppy-f3Dm6hQ,"['Chinese', 'Restaurants']"
rgizde3reoXusbR1Oug37A,"['Chinese', 'Restaurants']"
d-UyYnKO44_LUF0D4Zz7ng,"['Chinese', 'Restaurants']"
wPxoVvK4vpqoN3cMJXIXgw,"['Chinese', 'Restaurants']"
rPwuIBv_mz1O_yI5R-VJ7Q,"['Chinese', 'Restaurants']"
40axkHtNTmROdIMQJ_gOsw,"['Chinese', 'Restaurants']"
Zm9uQ4SYpZzUb3epDMeb7A,"['Chinese', 'Restaurants']"
oJ__9ZEkk_kZMhbQn-DZzw,"['Chinese', 'Restaurants']"
ASyaFw0TGprG1em3ukLxjw,"['Chinese', 'Restaurants']"
Ylef457BBvxuv7wq-20lkg,"['Chinese', 'Restaurants']"
b7-1zOz2yaQZ7JUHqHLAlA,"['Chinese', 'Restaurants']"
yqQwYGkONPfDbT68xCRmfw,"['Asian Fusion', 'Chinese', 'Restaurants']"
vOkbOV1o-T76JgS8Gyjv3Q,"['Dim Sum', 'Chinese', 'Restaurants']"
tjbOg0zdpMaJcpTAhrFx3g,"['Fast Food', 'Chinese', 'Restaurants']"
YuEdJcnZQv8XXAoP6GgClg,"['Chinese', 'Restaurants']"
cR_Ax0B5zi-mXjcChs2huw,"['Chinese', 'Restaurants']"
zMZyRZQHhnHnbchxKX9Yew,"['Food Court', 'Chinese', 'Restaurants']"
uy0YRkWZ7T30f6ruH-51Mg,"['Buffets', 'Chinese', 'Restaurants']"
H-pLahyneioCeCFHk2lD7g,"['Chinese', 'Restaurants']"
NCvNgK91IqtSub9JmH8H7g,"['Food', 'Ethnic Food', 'Specialty Food', 'Chinese', 'Restaurants']"
JG_Bw1ZcX88rw7ALiUq-ZQ,"['Chinese', 'Restaurants']"
cLZQ_XppuFt9kckccSdHNA,"['Hot Pot', 'Chinese', 'Restaurants']"
fJX4coaMuEwipbQlkhskWQ,"['Chinese', 'Restaurants']"
9O9QwZK1EIVckmugJu46UA,"['Salad', 'Chinese', 'Restaurants']"
JHWTmg5Oq1WDySIX8jI-uQ,"['Asian Fusion', 'Chinese', 'Restaurants']"
kwD6P2-EV87u6aVOcnAcpQ,"['Chinese', 'Restaurants']"
pa_Ft6pLLWo-w_iopBsu0g,"['Fast Food', 'Chinese', 'Restaurants']"
Eq6HUYlnhF__d1ie-I2RMg,"['Gluten-Free', 'Asian Fusion', 'Chinese', 'Restaurants']"
JmKgenzB37i3xcK0rJkDmQ,"['Buffets', 'Chinese', 'Restaurants']"
2XmS09dl3GT_WknqS9hTVA,"['Soup', 'Taiwanese', 'Chinese', 'Restaurants']"
0VYUal2MQs4VlUVgPYGaNg,"['Chinese', 'Restaurants']"
wbzpgqC-SF-hPL-3HzdARw,"['Asian Fusion', 'Chinese', 'Restaurants']"
Unk6ToZjPfHBPWiGOwqVeA,"['Chinese', 'Restaurants']"
A4pL6j3e6JAtblmCUF2GZA,"['Asian Fusion', 'Buffets', 'Chinese', 'Restaurants']"
VTFx4ADDP6nPnlcMHB1-Ow,"['Fast Food', 'Chinese', 'Restaurants']"
UX4PIa5qKPPwH28JxjmoNw,"['Chinese', 'Restaurants']"
FudNA-KYx-QKaeyghJoPAg,"['Taiwanese', 'Dim Sum', 'Chinese', 'Restaurants']"
zqA4qJnFaVHrHJmOmQtzNw,"['Sushi Bars', 'Buffets', 'Chinese', 'Restaurants']"
aOxyvODx3QeaE-jpw92hzw,"['Buffets', 'Chinese', 'Restaurants']"
Nlnc6b4GLIKHy8jdMxUbtQ,"['Buffets', 'Chinese', 'Restaurants']"
2gBKQ-epOTPMNvXoGyyVbQ,"['Buffets', 'Chinese', 'Restaurants']"
HGYWcFlM82eFukuOEn2iOg,"['Chinese', 'Restaurants']"
3dQqoz-yHhOfHrIBMRCD3w,"['Vietnamese', 'Asian Fusion', 'Chinese', 'Restaurants']"
8HCC8NuJmdHnEg2XC00NPg,"['Thai', 'Japanese', 'Chinese', 'Restaurants']"
JkF2CPy63ivoK1FUqprQ7w,"['Chinese', 'Restaurants']"
AwC5X4i4X01tJGg5aF3zng,"['Asian Fusion', 'Chinese', 'Restaurants']"
AlITc0rxTbnCZNRmUQU3Yg,"['Chinese', 'Restaurants']"
OFdO9i3NZ23HNS2ua4PVoQ,"['Chinese', 'Restaurants']"
P7ajC8skPWmr3RZmVcq0Rw,"['Chinese', 'Restaurants']"
BkC1pDqhdcRZ_G6fv_Dnmg,"['Chinese', 'Restaurants']"
-RnHetpjoz1mKVNMHfh1qQ,"['Seafood', 'Chinese', 'Restaurants']"
w2DVPRUlOpTwoDXs7hU4zg,"['Asian Fusion', 'Chinese', 'Restaurants']"
kmBzUOOLmB8EKvJlp6zRzA,"['Chinese', 'Restaurants']"
imANc2oROD976RWUM2owLw,"['Sushi Bars', 'Japanese', 'Chinese', 'Restaurants']"
HbOd5er2HJ2KzblKwMhQaA,"['Chinese', 'Restaurants']"
hmPkit7DjWX9raBoACw_rg,"['Fast Food', 'Chinese', 'Restaurants']"
GM-ybmrARdmS6DDBrJ0lSg,"['Fast Food', 'Chinese', 'Restaurants']"
jG3R4dejS9aF8MHGbE8ucQ,"['Chinese', 'Restaurants']"
pMREe67NEipMdioVAeAAOw,"['Chinese', 'Restaurants']"
4rCM7UkVpaKAOKkoy_nTUQ,"['Chinese', 'Restaurants']"
Nr7abBBN4um7PRkNjKAI3A,"['Chinese', 'Restaurants']"
XHzZgNmJFVHeT3unDg2Qig,"['Asian Fusion', 'Japanese', 'Chinese', 'Restaurants']"
iG2i0BKms3RVuEsUgzf2gA,"['Chinese', 'Restaurants']"
TIO-4bW-BTsDniiUWbvA6g,"['Vegetarian', 'Thai', 'Chinese', 'Restaurants']"
NPxgifo782JgvfIDyDOTnQ,"['Buffets', 'Chinese', 'Restaurants']"
VGYaXB8kJjqBBIg6bsx1Sg,"['Gluten-Free', 'Asian Fusion', 'Chinese', 'Restaurants']"
wXP_zTXRRvhHENKmiz6ziQ,"['Chinese', 'Restaurants']"
ETg80zdzuBm7gBfW3UoMIw,"['Chinese', 'Restaurants']"
7ELa0-tY-4ZS33p3BlS3Zg,"['Chinese', 'Restaurants']"
p9QgUYZVm-ze5hpaUyo7Xg,"['Ramen', 'Japanese', 'Chinese', 'Restaurants']"
wswNsVmiM5O8ngeq60kV5A,"['Thai', 'Chinese', 'Restaurants']"
een998lPp1vyRKxFN_syZA,"['Vietnamese', 'Japanese', 'Chinese', 'Restaurants']"
DJmnJmQdEEY477ua7_CPAg,"['Chinese', 'Restaurants']"
tcphcsPONrP82kUyvcELoA,"['Noodles', 'Chinese', 'Restaurants']"
NPtqroQKbWg2oKl0kpn3kw,"['Chinese', 'Restaurants']"
VfzUmXIgowYKutptfwR7Aw,"['Chinese', 'Restaurants']"
3ShZ3IidYKRZVp09up-mMQ,"['Chinese', 'Restaurants']"
tCYKZXzVg2zBAzmprrZt-g,"['Taiwanese', 'Japanese', 'Chinese', 'Restaurants']"
NRJ4iF8KIXKH2u_0nW2Brg,"['Sushi Bars', 'Japanese', 'Chinese', 'Restaurants']"
zXxkUU0g2CCaZBNwxZlwDg,"['Chinese', 'Restaurants']"
eC4iEcRR3p5NLq9Zf80ZGg,"['Chinese', 'Restaurants']"
VQmgq4Dwwej5AwnHBmDIAg,"['American (Traditional)', 'Mexican', 'Chinese', 'Restaurants']"
eF3ckn8vFfP73cOZRDFykw,"['Chinese', 'Restaurants']"
PHwR9HG9BBmp9YY5JnWEZA,"['Chinese', 'Restaurants']"
FmvqqBAU_IuMk5iGp4Y0JQ,"['Chinese', 'Restaurants']"
u4gdajxI7wPh2hykcYHfUw,"['Chinese', 'Restaurants']"
8e2KGT8s_YrpNtzSeYhULw,"['Chinese', 'Restaurants']"
kYtjdFxtOKo2hyTVZC4QUQ,"['Chinese', 'Restaurants']"
Au4_MxEizbOUYTtgqd0LCg,"['Chinese', 'Restaurants']"
C4sdA4Eu7D8VMRPAnUgoSA,"['Chinese', 'Restaurants']"
ZAJvgvIpR-oSFEgb491hTw,"['Fast Food', 'Chinese', 'Restaurants']"
6YfLUTHFWdjZeMwsXTU1ww,"['Chinese', 'Restaurants']"
jPFmnprx_NbQRDMiQd-YAA,"['Steakhouses', 'Japanese', 'Chinese', 'Restaurants']"
cW8OH9rODtkNsU6Xqbqcfw,"['Chinese', 'Restaurants']"
-tKlJDgHrJDkU7EL9c8f3A,"['Chinese', 'Restaurants']"
F4hEz6MuDwyvPhkxSIiCrw,"['Buffets', 'Chinese', 'Restaurants']"
ld6GGvVUq9HbOHCtIEZjfA,"['Chinese', 'Restaurants']"
39Hf7XHyzHUCnISf2epYzA,"['Buffets', 'Chinese', 'Restaurants']"
gEx0eIYokdsSZzF64DO7Mg,"['Bars', 'Nightlife', 'Chinese', 'Restaurants']"
aj7NCTh1yVAPeaAuwWVydw,"['Chinese', 'Restaurants']"
N29zfL68LmwfWr5EQKB0Yg,"['Chinese', 'Restaurants']"
3_H-sx_fq0hJJ8S2W02frA,"['Chinese', 'Restaurants']"
cEkZp2c0yT8gUdUBr3_MWg,"['Asian Fusion', 'Chinese', 'Restaurants']"
kEJwpuFpvNbuT1uMCpPxsQ,"['Buffets', 'Chinese', 'Restaurants']"
X6PFtUdbCIOrr0r5suKlRg,"['Chinese', 'Restaurants']"
3fY0Hkcx9GM5HIQxDMWPIg,"['Chinese', 'Restaurants']"
TYxwexE7GDYDpIcdltwj6w,"['Fast Food', 'Chinese', 'Restaurants']"
--BlvDO_RG2yElKu9XA1_g,"['Sushi Bars', 'Hawaiian', 'Chinese', 'Restaurants']"
jYXgsMgpoGm1ZrHYT0CM0w,"['Fast Food', 'Chinese', 'Restaurants']"
umq8alp-uLf3hXnpSC99WA,"['Chinese', 'Restaurants']"
Ieuv-XET6SR_qIscZzgD-A,"['Cantonese', 'Dim Sum', 'Chinese', 'Restaurants']"
ZjBvtxDvPPvJhbebFtie8g,"['Vietnamese', 'Japanese', 'Chinese', 'Restaurants']"
8dl1afzXd476c91o7SlePA,"['Chinese', 'Restaurants']"
ZcWjQ0J6Vb5sNtglchab3w,"['Chinese', 'Restaurants']"
QM3dsi5TD4FCL0BpFU6frg,"['Chinese', 'Restaurants']"
WixkMVXXFCx-lYsr6JoF6Q,"['Gluten-Free', 'Asian Fusion', 'Chinese', 'Restaurants']"
Y04chCG7J-yJ6ucEZ26IGA,"['Buffets', 'Chinese', 'Restaurants']"
_n6ADy2M8XCJerlXTWbvQw,"['Buffets', 'Chinese', 'Restaurants']"
fAJYeE4Q6vwVPGkk1MWCoQ,"['Chinese', 'Restaurants']"
Fik8yq-66Gfe0AHw8DvoSw,"['Chinese', 'Restaurants']"
EFxaUHb6UwOpsvIIdZk-Ng,"['Buffets', 'Chinese', 'Restaurants']"
RchLlXNv3HI0XCqUM8ejxA,"['Chinese', 'Restaurants']"
eHVU1C63xlsKm7XSgIAAOQ,"['Chinese', 'Restaurants']"
62uhxauw6vxW30XyTVCbjw,"['Sushi Bars', 'Japanese', 'Chinese', 'Restaurants']"
8Q1enKhBdsWt8PS1XW2lew,"['Fast Food', 'Chinese', 'Restaurants']"
s_w8ohbsVOevvnis4OZojw,"['Buffets', 'Japanese', 'Chinese', 'Restaurants']"
gl4T1-8baLVWGVvBkka3WQ,"['Bars', 'Nightlife', 'Chinese', 'Restaurants']"
z4KFTJQsAdxqMZA7Fx0A9A,"['Seafood', 'Dim Sum', 'Chinese', 'Restaurants']"
YAKjcrBjkF3Q3BQSggtwOA,"['Chinese', 'Restaurants']"
IBZozFMS7xkNy45hvQr2xw,"['Chinese', 'Restaurants']"
pYZWTscRUceB_2EIl9fAWQ,"['Diners', 'Chinese', 'Restaurants']"
p-wP-xSWq5GPw1Q5jxv2nA,"['Chinese', 'Restaurants']"
67RicD8bcklxdnXk-zRAkw,"['Fast Food', 'Chinese', 'Restaurants']"
957AgCsV5hhFLDJ5aw546w,"['Fast Food', 'Chinese', 'Restaurants']"
jbKVbSz51F8IcewsiRQu4A,"['Chinese', 'Restaurants']"
KqYY2rwD8ymjU9mVJwiuRQ,"['Chinese', 'Restaurants']"
HQPyYaaDDcS8NEAnCUCgow,"['Szechuan', 'Chinese', 'Restaurants']"
4UG9uGnByKgoiuVpC0DthA,"['Chinese', 'Restaurants']"
ayTBDjx-S7TH4maWKBiAFw,"['Chinese', 'Restaurants']"
WJ7rJxbkXqr62koXzR8tXg,"['Chinese', 'Restaurants']"
Q3klrPwtiLO5WS2LWXIvpA,"['Chinese', 'Restaurants']"
DGOlhi2qIxet3t96y3niXw,"['Buffets', 'Chinese', 'Restaurants']"
Yu6iiKlJ0WcLmW7D4KeUuw,"['Szechuan', 'Chinese', 'Restaurants']"
UK2LezJRdrNkmF_TH__rCg,"['Chinese', 'Restaurants']"
IKUVWL75eSoC71G2fBphmA,"['Taiwanese', 'Chinese', 'Restaurants']"
qRhvfjC5O_3HhJWyEt4LBg,"['Chinese', 'Restaurants']"
kMcbuXZx3iILJVEPyLgPpQ,"['Fast Food', 'Chinese', 'Restaurants']"
iFVG7L-cG0u-w6KvpG4wCw,"['Chinese', 'Food', 'Ethnic Food', 'Specialty Food', 'Thai', 'Restaurants']"
XW3R4wyKl3GPSO7q0_USiw,"['Buffets', 'Chinese', 'Restaurants']"
XJHn8HA61XcAzl0AvOYKig,"['Buffets', 'Mongolian', 'Chinese', 'Restaurants']"
utyqO_IVBAN8ULZmi52XaA,"['Chinese', 'Restaurants']"
7Hmr1TDJah-14zprHUMlqw,"['Bars', 'Asian Fusion', 'Nightlife', 'Chinese', 'Restaurants']"
_Ec1KaH6DpX-1NNE8fA55Q,"['Vietnamese', 'Chinese', 'Restaurants']"
kXJPfnJ_KSv8xV75HkbGoA,"['Seafood', 'Dim Sum', 'Chinese', 'Restaurants']"
LvUFJbUfGT7Q4m-cUIH4CQ,"['Chinese', 'Restaurants']"
i5B5P2BxjQQvKZOcxWmVhg,"['Chinese', 'Restaurants']"
bAkVxrXzYO3772VF6o0_cA,"['Chinese', 'Restaurants']"
hrOsdyai-9B91cGjBspHqw,"['Chinese', 'Restaurants']"
BV8_BpJaWpU_HjjLiYZX-Q,"['Buffets', 'Chinese', 'Restaurants']"
cYHzDCXCxN3byAsh5rXxJA,"['Asian Fusion', 'Chinese', 'Restaurants']"
hpSoja-1NNrdDLOFScZeHA,"['Chinese', 'Restaurants']"
tI3J5jomrBs--n7r92186g,"['Seafood', 'Cantonese', 'Dim Sum', 'Chinese', 'Restaurants']"
KDxz1P_dKTJTSAkk-y8pHQ,"['Mexican', 'Chinese', 'Restaurants']"
Oc3GWvlXBocTVgQCse3Nbg,"['Chinese', 'Restaurants']"
eZ9ryX8Ij8Ha4DGLteCK2g,"['Sushi Bars', 'Dim Sum', 'Chinese', 'Restaurants']"
a_wK-2KhPu-8DAwwRObr8A,"['Vietnamese', 'Cantonese', 'Chinese', 'Restaurants']"
tvBC1FNxX_quNv-4IkGzQw,"['Buffets', 'Chinese', 'Restaurants']"
4CPrhBc4Ado90fj7PG6jrA,"['Gluten-Free', 'Asian Fusion', 'Chinese', 'Restaurants']"
rIpQ6vk02i4Np15ViGjayg,"['Chinese', 'Restaurants']"
cDqPv5gS41ZmZIh3oJ_HfA,"['Chinese', 'Restaurants']"
nr7UDkOwkH7XhzqxL8CqvA,"['Chinese', 'Restaurants']"
9avj6sGmkoI3BPhdjNrT2g,"['Chinese', 'Restaurants']"
wO6dcJGJEG1LWprzYHAkeg,"['Chinese', 'Restaurants']"
ufXEzi0gr019Iia6OVN7lA,"['Chinese', 'Restaurants']"
Vb1tNz0Tlm1q41A4gjY-cg,"['Chinese', 'Restaurants']"
jjYxQMJrOpz-Z7ziFtXxBw,"['Chinese', 'Restaurants']"
Bpp8unXZmbyxSZS7D93Jog,"['Chinese', 'Restaurants']"
WKiZiAwKrF81YcfAjnOSjA,"['Bars', 'Chinese', 'Food', 'Tea Rooms', 'Nightlife', 'Restaurants']"
1MJ5xmHmeCiau07X2bQyUQ,"['Chinese', 'Restaurants']"
EKHY6QnNVcSV8URkDzukHA,"['Chinese', 'Restaurants']"
-nYnXdVwhVVNUivuV9kI8Q,"['Hot Pot', 'Dim Sum', 'Chinese', 'Restaurants']"
S-n6gL7uF-LxZu8WNgnuuA,"['Chinese', 'Restaurants']"
jFoLuxZFScgt5ZXNPTIOhg,"['Sushi Bars', 'Asian Fusion', 'Chinese', 'Restaurants']"
jLxo_UgnGfKHSPK7gGa5LA,"['Chinese', 'Restaurants']"
jg8rb2o3n0WTB1cBxhEycg,"['Szechuan', 'Chinese', 'Restaurants']"
X-UNqji6i-G6q_5jPMHV5g,"['Chinese', 'Restaurants']"
zEJxugenoiGFQ_ZZUVPnAw,"['Taiwanese', 'Chinese', 'Restaurants']"
_yQkTIlbJlBt0tQRbzBa7g,"['Chinese', 'Restaurants']"
e6Mpww7fKEmnfB4AaCAAyg,"['Chinese', 'Restaurants']"
Ji5c-g0GkxRHmBUDAaWzoQ,"['Gluten-Free', 'Asian Fusion', 'Chinese', 'Restaurants']"
y4bkwSDssQTlFOYZS76K7A,"['Seafood', 'Buffets', 'Chinese', 'Restaurants']"
agAVp73coNTY6c7cTiRVsA,"['Vegetarian', 'Asian Fusion', 'Cantonese', 'Chinese', 'Restaurants']"
rSP0LiQntIfrWbiabFHoAg,"['Japanese', 'Chinese', 'Restaurants']"
W4eKE-fT24h_8b7apHh12g,"['Chinese', 'Restaurants']"
fKIk6YXJVwz96vH89tLAcQ,"['Hot Pot', 'Chinese', 'Restaurants']"
c6O2rCTMbC4dDJe8DbXiuA,"['Chinese', 'Restaurants']"
tyZMENMVq9GNmU0urcCQsA,"['Chinese', 'Restaurants']"
LXvueihSmsfvlCHkrz8gLw,"['Chinese', 'Restaurants']"
u06X5C_pIAVuOXOznIcPYw,"['Chinese', 'Restaurants']"
ZRSCKVL3x3tZKKlgwdtCCA,"['Fast Food', 'Chinese', 'Restaurants']"
KDfmJTIG-z6W6cl4YC-WDA,"['Chinese', 'Restaurants']"
LGAmOIbwXPgC5z87vI5fcw,"['Thai', 'Chinese', 'Restaurants']"
BvbFnrg21OU2dULq3OlqcQ,"['Seafood', 'Cantonese', 'Dim Sum', 'Chinese', 'Restaurants']"
vGDD3pGaMT0JUuNjPohVtQ,"['Chinese', 'Restaurants']"
wH_kpDuTE6ChDAp5AlMfJA,"['Seafood', 'Dim Sum', 'Chinese', 'Restaurants']"
_9yrJLQpFa4JWvJ74xuHpw,"['Chinese', 'Restaurants']"
HP7kxxtre9bOw1qEYkTvPw,"['Chinese', 'Restaurants']"
J7p_6myKKxYyjq4c5JJkAg,"['Dim Sum', 'Chinese', 'Restaurants']"
cL0kUFXdf3qvknbfMKrRGQ,"['Chinese', 'Restaurants']"
fI4vZhMLxuyoY6Q7BzVcLQ,"['Asian Fusion', 'Chinese', 'Restaurants']"
tbGpaY8AFjxsZJU4Eubbnw,"['Buffets', 'Chinese', 'Restaurants']"
heA3OyKJq7O3HYPRAdfR4A,"['Chinese', 'Restaurants']"
FI4ns6iR4ZrhoaYjITf-Mg,"['Chinese', 'Restaurants']"
TD11IPIlFL9sLAWbN9FzdA,"['Chinese', 'Restaurants']"
zTfBa__ldlTdbVgSl5h31Q,"['Chinese', 'Restaurants']"
gq_lS6RXen3z_SesgIrgXA,"['Chinese', 'Restaurants']"
l_QU1ljIIZehmGMtGKgpbg,"['Latin American', 'Chinese', 'Restaurants']"
